neighborhood,property_type,bedrooms,bathrooms,size_sqft,age_years,distance_to_cbd_km,has_parking,has_garden,has_pool,gated_community,security_score,price_kes
Ruiru,Apartment,2,2,891,28,24.9,1,0,0,1,3,3785000.0
Kitisuru,Apartment,4,4,1168,4,2.8,1,0,0,1,4,29350000.0
Loresho,Bungalow,4,4,1678,7,15.6,0,1,0,1,2,23539000.0
Muthaiga,Villa,3,3,1562,25,13.6,1,0,0,1,1,33930000.0
Ruiru,Maisonette,1,1,581,18,29.7,1,0,0,1,2,2289000.0
Nyayo Estate,Apartment,2,2,852,28,14.3,1,0,0,1,3,6779000.0
Kasarani,Maisonette,2,2,1064,14,23.2,1,0,0,1,3,5220000.0
South B,Townhouse,2,1,794,9,8.2,0,0,0,0,3,8421000.0
Kahawa,Apartment,2,1,701,20,17.6,1,0,0,1,1,3063000.0
Ruiru,Apartment,3,2,1150,25,30.5,0,0,0,1,4,5265000.0
Nyayo Estate,Villa,1,1,640,11,13.7,1,0,0,0,1,4797000.0
Kasarani,Apartment,1,1,592,7,21.7,1,0,0,0,3,3507000.0
Karen,Apartment,4,4,1312,6,5.6,0,0,0,1,5,29136000.0
Kikuyu,Apartment,2,2,737,5,24.7,1,0,0,1,4,4601000.0
Nyayo Estate,Maisonette,4,4,1486,3,3.9,1,1,0,1,1,19169000.0
Buruburu,Villa,4,4,1619,22,8.9,0,1,0,0,2,11573000.0
Thika Road,Apartment,2,1,919,5,15.9,1,0,0,0,2,6553000.0
Langata,Apartment,3,3,940,19,3.6,1,0,0,0,5,11653000.0
Ngong Road,Apartment,6,6,1788,8,15.7,1,0,0,0,2,17946000.0
Buruburu,Maisonette,6,6,2242,2,18.9,1,1,0,1,4,16828000.0
Runda,Townhouse,5,5,1895,0,2.1,1,0,0,1,2,58422000.0
Kasarani,Apartment,5,5,1828,3,16.4,0,0,0,0,5,11138000.0
Kitisuru,Apartment,2,2,731,1,2.7,1,0,1,1,3,20295000.0
Upperhill,Apartment,3,3,984,11,12.8,1,0,0,0,1,15645000.0
Ruaka,Maisonette,3,3,1367,6,16.2,0,1,0,0,3,11405000.0
Lavington,Villa,1,1,788,19,11.8,1,0,0,1,5,16974000.0
Loresho,Apartment,1,1,589,9,6.8,1,0,0,0,4,8121000.0
Ruiru,Bungalow,3,2,1567,10,25.6,1,0,0,1,3,8081000.0
Karen,Bungalow,4,4,1607,29,9.9,1,0,0,1,4,37742000.0
Athi River,Apartment,3,2,1007,23,18.4,0,0,0,1,5,4350000.0
Umoja,Villa,2,2,1117,22,17.9,1,1,0,1,1,5885000.0
Athi River,Maisonette,3,3,1236,10,32.0,1,1,0,1,3,5433000.0
Westlands,Bungalow,2,2,1131,1,0.5,1,0,1,1,1,24188000.0
Muthaiga,Townhouse,3,3,1157,24,1.5,0,0,0,1,3,24841000.0
Athi River,Apartment,4,4,1388,5,28.7,1,0,0,1,2,6218000.0
Karen,Townhouse,4,4,1583,23,3.5,1,0,0,1,2,36565000.0
Embakasi,Apartment,3,3,1415,24,29.1,0,0,0,1,2,7430000.0
Nyayo Estate,Villa,3,3,1700,27,17.5,1,0,0,1,4,14193000.0
Dagoretti,Apartment,1,1,469,3,14.0,1,0,0,1,5,3902000.0
South B,Apartment,3,3,1248,13,6.4,1,0,0,1,4,12258000.0
South B,Bungalow,2,1,1223,9,14.1,1,0,0,0,2,10189000.0
South B,Townhouse,3,3,1233,11,23.4,1,0,0,1,2,9868000.0
Ngong Road,Apartment,3,2,1029,16,4.8,0,0,0,1,3,11477000.0
Ruiru,Apartment,1,1,686,7,24.2,1,0,0,0,1,2763000.0
Karen,Bungalow,2,2,796,13,10.8,1,0,0,1,4,17670000.0
Ruaka,Villa,3,2,2071,15,7.6,0,1,0,1,4,18986000.0
South B,Apartment,3,2,977,1,17.5,1,0,0,0,5,10743000.0
Loresho,Apartment,3,2,1106,22,7.2,1,0,0,0,4,15387000.0
Roysambu,Apartment,4,3,1638,20,24.0,1,0,0,0,5,10896000.0
Ruaka,Apartment,1,1,615,4,18.2,0,0,0,1,3,5149000.0
Kikuyu,Maisonette,3,3,1032,4,19.5,1,0,0,1,5,6410000.0
Langata,Maisonette,3,3,1319,29,12.4,0,1,0,1,5,13739000.0
Karen,Apartment,4,3,1442,12,14.0,1,0,0,0,1,29024000.0
Dagoretti,Bungalow,4,3,2238,17,13.7,0,1,0,1,5,17499000.0
Kasarani,Apartment,2,2,907,10,18.6,1,0,0,1,3,4723000.0
Langata,Townhouse,4,4,1351,22,12.7,0,0,0,0,2,12521000.0
Kileleshwa,Villa,2,1,1115,27,2.9,1,1,0,0,3,17737000.0
Kasarani,Apartment,3,3,1041,3,18.8,1,0,0,1,1,6645000.0
Langata,Maisonette,1,1,693,7,16.3,1,1,0,1,1,8711000.0
Karen,Apartment,3,3,977,15,7.3,1,0,0,1,2,23339000.0
Kileleshwa,Apartment,3,2,1217,18,6.8,1,0,0,1,5,22403000.0
Ruaka,Townhouse,3,3,1110,25,11.2,1,0,0,1,5,8766000.0
Donholm,Bungalow,3,3,1199,24,18.9,0,1,0,1,1,8573000.0
Muthaiga,Apartment,2,1,942,10,6.7,1,0,0,0,4,23852000.0
South C,Apartment,3,2,985,24,18.7,1,0,0,0,2,8726000.0
Westlands,Apartment,6,6,1545,22,15.0,1,0,0,1,1,23422000.0
Muthaiga,Apartment,3,2,1300,0,9.4,1,0,1,1,3,36633000.0
Kileleshwa,Apartment,4,3,1410,10,2.0,1,0,0,1,4,24195000.0
Thika Road,Apartment,4,3,1382,23,21.1,1,0,0,1,2,7926000.0
Roysambu,Maisonette,3,2,919,11,18.8,0,0,0,1,3,5706000.0
South B,Bungalow,2,2,1347,22,14.7,1,1,0,1,4,12604000.0
Loresho,Apartment,2,2,1033,12,3.2,1,0,0,0,2,13201000.0
Kahawa,Apartment,2,2,735,8,20.2,1,0,0,1,2,3711000.0
South C,Apartment,2,2,972,6,13.4,1,0,0,1,3,11965000.0
Muthaiga,Apartment,2,1,816,26,4.8,1,0,0,0,3,15137000.0
Dagoretti,Apartment,3,3,1070,16,13.3,1,0,0,1,5,8481000.0
Karen,Bungalow,2,1,1083,24,3.3,1,1,1,0,1,24376000.0
Kilimani,Bungalow,3,2,1525,25,10.9,1,1,0,1,1,23437000.0
Ruaka,Townhouse,2,2,1179,6,14.2,1,0,0,1,3,10498000.0
Loresho,Apartment,3,2,1092,17,16.9,0,0,0,1,5,16595000.0
South B,Bungalow,2,1,1326,9,16.3,1,1,0,1,1,14810000.0
Rongai,Bungalow,3,2,1284,22,36.5,0,0,0,1,1,6251000.0
Runda,Apartment,1,1,550,2,0.5,1,0,0,1,4,15049000.0
Ngong Road,Apartment,1,1,441,17,26.2,1,0,0,1,1,4772000.0
Ruaka,Apartment,2,1,930,16,22.8,1,0,0,0,2,6737000.0
Kahawa,Apartment,4,3,1417,8,20.4,0,0,0,0,3,7023000.0
Karen,Apartment,2,2,1019,16,2.5,1,0,0,0,5,23451000.0
Runda,Bungalow,4,3,1772,25,15.2,1,1,0,1,1,37928000.0
Lavington,Apartment,2,1,633,10,5.9,1,0,0,1,5,12393000.0
Kasarani,Apartment,2,1,1023,26,25.2,1,0,0,1,5,5327000.0
Upperhill,Apartment,2,1,835,26,4.5,1,0,0,1,1,12780000.0
South C,Townhouse,3,2,1381,24,12.7,1,0,0,1,3,12188000.0
Lavington,Maisonette,2,2,1006,15,1.5,1,1,0,1,1,21028000.0
Athi River,Apartment,3,3,1012,5,29.5,1,0,0,1,2,4383000.0
Rongai,Apartment,4,4,1775,8,20.4,0,0,0,1,3,10376000.0
Thika Road,Apartment,6,5,1705,20,7.8,0,0,0,0,3,11439000.0
Muthaiga,Townhouse,2,2,833,0,0.5,0,0,0,1,4,23562000.0
South B,Villa,3,2,1371,17,10.9,1,1,0,0,2,12038000.0
Athi River,Apartment,1,1,533,11,28.3,1,0,0,1,1,1997000.0
Dagoretti,Apartment,3,3,1308,0,6.2,0,0,0,1,5,14487000.0
Rongai,Bungalow,2,2,951,9,16.6,1,0,0,1,5,6275000.0
Kilimani,Apartment,3,2,870,24,7.4,1,0,1,1,2,16184000.0
Athi River,Townhouse,4,4,1352,10,21.1,0,0,0,1,4,6080000.0
Karen,Apartment,3,2,1253,20,4.3,1,0,1,1,1,33180000.0
Lavington,Maisonette,3,3,1223,25,12.4,1,0,0,1,3,22527000.0
Ruaka,Apartment,3,3,1175,16,17.7,1,0,0,1,2,10153000.0
Thika Road,Apartment,2,1,966,4,14.2,0,0,0,1,3,6901000.0
Ruiru,Maisonette,3,3,1207,0,23.3,1,1,0,1,5,6850000.0
South B,Apartment,3,2,1240,13,14.0,0,0,0,1,5,11103000.0
Thika Road,Apartment,1,1,734,27,17.2,1,0,0,1,4,4295000.0
Runda,Villa,4,4,1768,6,0.5,1,0,0,1,5,44633000.0
Buruburu,Apartment,4,4,1121,12,17.3,0,0,0,0,4,6877000.0
Rongai,Bungalow,3,2,1298,21,22.6,1,1,0,0,5,7203000.0
South C,Maisonette,2,1,940,22,7.4,1,0,0,1,3,8505000.0
Dagoretti,Apartment,3,3,976,9,19.9,1,0,0,1,3,8940000.0
Ngong Road,Townhouse,4,4,1466,7,17.2,1,0,0,1,5,19021000.0
Kasarani,Apartment,3,3,1268,24,14.1,1,0,0,0,3,6488000.0
Rongai,Apartment,4,3,1112,28,26.8,1,0,0,0,5,5465000.0
Umoja,Apartment,3,3,1044,10,21.7,1,0,0,0,1,5494000.0
Nyayo Estate,Apartment,4,3,1414,29,10.8,1,0,0,0,5,11494000.0
Athi River,Apartment,3,2,1080,28,30.5,1,0,0,1,2,4072000.0
Ngong Road,Apartment,1,1,613,0,15.6,1,0,0,0,2,6951000.0
Lavington,Maisonette,4,3,1499,13,10.5,1,1,1,1,2,31299000.0
South B,Apartment,6,5,1976,7,19.5,1,0,0,1,1,20008000.0
Karen,Apartment,2,1,775,11,5.4,1,0,0,1,5,22683000.0
Thika Road,Apartment,2,2,712,5,25.0,1,0,0,1,2,4221000.0
Ngong Road,Apartment,3,3,1118,8,7.6,1,0,0,1,5,14922000.0
Roysambu,Apartment,2,2,978,17,22.3,1,0,0,1,5,6783000.0
Lavington,Maisonette,4,3,1149,6,10.8,0,0,0,1,2,23716000.0
South C,Apartment,2,2,928,17,18.1,1,0,0,1,1,8428000.0
Muthaiga,Apartment,5,4,1191,11,7.1,1,0,0,1,3,30123000.0
Rongai,Bungalow,5,4,2031,26,11.4,1,1,0,1,4,11512000.0
Runda,Apartment,3,3,1017,0,0.5,1,0,0,0,5,25278000.0
Kasarani,Apartment,2,1,830,20,24.3,1,0,0,1,2,4224000.0
Buruburu,Townhouse,3,3,1158,11,17.9,1,0,0,0,5,7729000.0
Buruburu,Maisonette,2,1,1031,17,23.3,1,0,0,1,2,6574000.0
Ruiru,Apartment,2,2,873,25,21.3,0,0,0,1,3,4469000.0
Kitisuru,Apartment,3,2,1161,18,15.3,1,0,0,1,3,22387000.0
Kileleshwa,Apartment,2,1,737,4,4.8,1,0,0,1,4,13779000.0
Ngong Road,Apartment,2,1,882,20,6.0,1,0,0,1,1,8805000.0
Embakasi,Apartment,4,3,1227,2,26.2,1,0,0,0,4,7203000.0
Umoja,Apartment,5,4,1604,14,20.0,1,0,0,1,5,10602000.0
Lavington,Apartment,3,2,1210,29,1.7,1,0,1,1,3,22367000.0
Buruburu,Villa,4,3,2339,5,17.4,1,0,0,0,4,17585000.0
Nyayo Estate,Apartment,2,2,952,24,10.7,1,0,0,0,1,7766000.0
Kileleshwa,Maisonette,5,4,1729,27,13.2,1,1,0,1,5,24531000.0
Kasarani,Villa,4,3,1857,20,19.6,1,0,0,0,4,9424000.0
Rongai,Apartment,5,4,2146,19,24.7,1,0,0,0,4,10855000.0
Kitisuru,Bungalow,3,3,1128,26,7.8,0,1,1,1,5,26868000.0
Umoja,Apartment,4,3,1500,25,32.2,1,0,0,0,5,6945000.0
Runda,Apartment,2,1,901,19,3.7,1,0,0,0,5,19668000.0
Ruiru,Apartment,3,2,1180,22,22.7,0,0,0,1,4,6118000.0
South C,Apartment,2,2,760,9,11.1,1,0,0,1,4,8242000.0
Kikuyu,Bungalow,1,1,730,15,20.4,1,1,0,1,2,3973000.0
Kasarani,Apartment,2,2,706,29,14.8,1,0,0,1,1,3253000.0
Umoja,Bungalow,4,4,1992,7,27.2,1,1,0,1,5,13771000.0
Kitisuru,Bungalow,3,3,1394,8,3.5,1,0,1,1,4,36667000.0
Kilimani,Bungalow,3,3,1799,1,6.8,1,0,0,0,1,29072000.0
Athi River,Villa,6,5,2958,20,24.8,0,0,0,0,5,12601000.0
Westlands,Apartment,1,1,501,26,6.6,1,0,1,1,3,8329000.0
Ruiru,Maisonette,3,3,1099,0,28.9,0,0,0,1,3,5822000.0
Kileleshwa,Villa,1,1,677,8,4.2,1,1,0,0,5,12303000.0
Umoja,Apartment,2,2,911,1,24.0,0,0,0,1,5,5374000.0
Kilimani,Townhouse,3,2,1130,11,8.1,1,0,0,1,4,17487000.0
Kasarani,Apartment,2,2,900,27,19.8,1,0,0,1,3,5452000.0
South B,Apartment,3,2,754,2,29.2,1,0,0,1,1,6943000.0
Westlands,Bungalow,2,2,1255,1,0.5,1,1,0,0,1,17516000.0
Runda,Apartment,1,1,600,2,8.1,1,0,0,1,3,14897000.0
Lavington,Villa,2,2,959,28,4.9,1,1,0,0,4,17383000.0
Ruiru,Villa,1,1,788,20,25.8,1,1,0,1,5,4217000.0
Langata,Apartment,2,2,770,17,6.2,1,0,0,1,4,8156000.0
South C,Apartment,2,2,845,14,24.6,1,0,0,1,4,7787000.0
Kasarani,Apartment,3,3,1237,28,23.2,1,0,0,0,3,6574000.0
South B,Apartment,4,4,1005,24,17.2,0,0,0,1,2,8477000.0
Thika Road,Apartment,5,4,1316,2,12.7,1,0,0,1,5,11300000.0
Muthaiga,Maisonette,3,3,1132,16,16.2,1,1,1,0,2,23565000.0
Dagoretti,Townhouse,2,1,856,9,17.7,1,0,0,0,1,5070000.0
Spring Valley,Apartment,4,4,1315,13,2.2,1,0,1,1,3,27347000.0
South B,Apartment,2,1,904,20,10.3,1,0,0,1,1,8537000.0
Kahawa,Bungalow,2,1,937,2,24.2,1,0,0,1,3,4741000.0
Kikuyu,Villa,5,5,2348,23,17.1,0,0,0,0,1,12535000.0
Runda,Townhouse,4,4,1370,5,5.5,1,0,0,0,1,31706000.0
Lavington,Apartment,2,2,1010,24,8.0,1,0,0,1,4,17757000.0
Muthaiga,Apartment,6,5,1702,27,5.1,1,0,1,1,2,37160000.0
Runda,Bungalow,2,2,1399,26,13.0,1,1,0,1,3,29420000.0
Kitisuru,Apartment,2,1,680,19,14.4,0,0,1,1,2,14608000.0
Karen,Apartment,2,2,936,18,3.6,1,0,0,1,3,20648000.0
Dagoretti,Townhouse,6,5,2399,2,15.9,1,0,0,1,3,21140000.0
Dagoretti,Apartment,2,1,808,17,16.1,1,0,0,1,5,6671000.0
South B,Apartment,3,2,1010,23,12.8,1,0,0,1,4,9401000.0
Ngong Road,Villa,4,3,1926,18,14.2,1,0,0,1,4,24465000.0
Nyayo Estate,Apartment,2,2,1034,16,7.0,0,0,0,1,2,9995000.0
Kilimani,Bungalow,3,3,1661,4,7.1,1,1,0,1,3,29454000.0
South C,Villa,3,2,1434,11,10.3,1,1,0,0,1,13888000.0
Upperhill,Maisonette,6,5,2127,21,13.1,1,0,0,1,3,34644000.0
Athi River,Bungalow,4,3,1985,14,27.1,0,1,0,1,2,8959000.0
Kileleshwa,Townhouse,4,4,1449,9,6.5,0,0,0,1,1,23148000.0
Umoja,Maisonette,5,4,1339,9,19.5,0,0,0,0,2,7362000.0
Ruiru,Apartment,2,1,935,28,26.4,1,0,0,1,5,3919000.0
Donholm,Apartment,2,2,880,11,15.7,1,0,0,1,4,6233000.0
Buruburu,Apartment,2,2,812,15,14.7,1,0,0,1,2,5740000.0
Kahawa,Apartment,4,4,904,7,27.9,1,0,0,1,1,3863000.0
Langata,Apartment,5,4,1151,18,4.5,1,0,0,1,3,13876000.0
Ruiru,Apartment,5,4,1707,6,23.2,1,0,0,1,5,8696000.0
Ngong Road,Apartment,3,3,1049,17,14.6,0,0,0,1,2,9891000.0
Rongai,Apartment,1,1,663,15,22.5,1,0,0,1,2,3909000.0
Buruburu,Bungalow,5,5,2551,21,19.2,1,1,0,1,1,19903000.0
Ngong Road,Apartment,3,2,1094,18,10.7,0,0,0,0,4,10866000.0
Kahawa,Apartment,4,4,1541,18,29.5,1,0,0,0,5,7040000.0
Kileleshwa,Villa,3,3,1301,22,1.2,1,1,0,1,4,23257000.0
Muthaiga,Apartment,3,3,1288,16,7.4,0,0,0,0,3,26208000.0
Upperhill,Apartment,3,2,1169,16,3.3,1,0,0,1,3,21417000.0
Upperhill,Maisonette,5,4,1766,13,7.6,1,1,0,0,3,29367000.0
South B,Apartment,2,2,1016,2,16.4,1,0,0,1,1,8956000.0
Kilimani,Apartment,1,1,607,9,5.4,1,0,1,1,4,13512000.0
Donholm,Apartment,5,4,1757,16,25.1,1,0,0,1,3,12335000.0
Umoja,Maisonette,3,3,1238,24,32.5,1,0,0,1,3,5598000.0
Ngong Road,Apartment,4,3,1319,18,11.3,1,0,0,1,4,15856000.0
Ruiru,Bungalow,2,2,1627,24,33.9,1,1,0,0,4,6982000.0
Roysambu,Apartment,2,2,738,11,12.6,1,0,0,1,1,4935000.0
Thika Road,Apartment,2,1,923,25,9.7,1,0,0,1,3,5197000.0
Embakasi,Townhouse,1,1,582,14,18.0,1,0,0,1,1,3411000.0
Langata,Villa,4,4,2410,13,12.6,0,1,0,1,4,26221000.0
Dagoretti,Townhouse,2,1,679,27,11.6,1,0,0,0,4,5232000.0
Upperhill,Maisonette,4,4,1553,24,17.3,1,1,0,0,1,21689000.0
Ruaka,Apartment,3,2,1002,27,22.0,1,0,0,1,1,7003000.0
Dagoretti,Apartment,3,2,1264,24,18.3,1,0,0,1,3,8729000.0
Karen,Apartment,1,1,598,23,7.2,1,0,0,1,5,12733000.0
Westlands,Maisonette,2,2,832,13,0.5,0,1,0,1,1,15839000.0
Kahawa,Apartment,4,4,1171,18,18.7,1,0,0,0,2,5238000.0
Westlands,Maisonette,3,2,995,7,10.8,1,1,0,1,3,18645000.0
Dagoretti,Apartment,2,2,457,12,19.2,1,0,0,1,4,4138000.0
South C,Maisonette,5,5,2067,15,2.7,1,0,0,0,5,21257000.0
Kilimani,Apartment,2,1,787,4,10.9,0,0,1,0,5,14189000.0
Kileleshwa,Apartment,4,4,1074,8,11.2,1,0,0,0,4,15458000.0
Ruaka,Villa,3,3,1877,21,15.8,1,0,0,1,4,13516000.0
Ngong Road,Apartment,5,5,1590,16,20.8,1,0,0,0,2,14351000.0
Kikuyu,Apartment,4,4,1166,13,28.1,1,0,0,1,4,6046000.0
Thika Road,Bungalow,2,1,1136,3,22.9,1,1,0,0,1,6332000.0
Langata,Apartment,1,1,623,13,0.5,0,0,0,1,5,7789000.0
South B,Apartment,2,1,801,22,16.6,0,0,0,1,1,7025000.0
Donholm,Apartment,2,1,672,1,9.7,1,0,0,0,3,5306000.0
Spring Valley,Townhouse,6,5,2364,19,15.4,0,0,0,0,1,35671000.0
Umoja,Apartment,5,5,1547,0,24.6,1,0,0,0,2,8886000.0
Umoja,Maisonette,3,2,919,8,22.8,1,1,0,0,2,4983000.0
Loresho,Apartment,3,2,1062,24,3.9,1,0,0,1,2,15684000.0
Spring Valley,Apartment,4,4,1042,13,2.1,0,0,1,1,4,24649000.0
Ruaka,Apartment,3,2,950,2,20.2,1,0,0,1,4,7770000.0
Lavington,Apartment,3,2,754,11,2.0,1,0,0,1,4,15277000.0
Karen,Villa,4,3,1527,25,0.5,1,1,0,0,5,35991000.0
Buruburu,Townhouse,1,1,613,4,17.1,1,0,0,1,4,4411000.0
Kilimani,Maisonette,2,2,854,20,4.1,1,1,1,1,1,14924000.0
Langata,Apartment,3,2,1021,11,8.9,0,0,0,1,2,11014000.0
Thika Road,Apartment,4,3,1726,10,23.9,1,0,0,0,4,11754000.0
Karen,Apartment,4,3,1694,28,1.6,0,0,1,1,5,41877000.0
Ruaka,Apartment,4,4,1300,3,15.8,1,0,0,1,2,11374000.0
Rongai,Villa,3,3,1563,22,28.0,0,1,0,0,4,7830000.0
Thika Road,Apartment,1,1,511,1,26.8,1,0,0,1,5,3696000.0
Muthaiga,Apartment,4,3,1488,12,13.5,1,0,0,1,1,31840000.0
Loresho,Villa,2,2,1007,7,2.8,1,1,0,1,2,17187000.0
Ngong Road,Apartment,4,3,1365,19,11.9,1,0,0,0,2,15721000.0
Kileleshwa,Townhouse,3,3,1150,16,5.7,1,0,0,1,2,17794000.0
Dagoretti,Apartment,3,3,1273,29,18.7,1,0,0,1,4,10078000.0
Kikuyu,Townhouse,2,1,890,20,27.9,1,0,0,0,5,3489000.0
Ngong Road,Apartment,4,3,1164,26,11.5,1,0,0,1,3,13975000.0
Muthaiga,Townhouse,4,4,1514,15,0.8,1,0,0,1,4,40754000.0
Rongai,Apartment,2,2,877,29,18.6,1,0,0,1,3,4529000.0
Lavington,Townhouse,3,3,958,13,0.5,1,0,0,1,2,18996000.0
Muthaiga,Apartment,3,3,808,4,9.0,1,0,0,0,5,19779000.0
Westlands,Villa,3,2,1726,0,8.9,1,1,1,1,4,40742000.0
Nyayo Estate,Apartment,1,1,475,13,20.5,1,0,0,1,1,3603000.0
Athi River,Apartment,4,4,1549,24,30.0,0,0,0,1,2,6351000.0
Thika Road,Townhouse,3,2,1240,25,17.2,1,0,0,1,4,7355000.0
Kahawa,Apartment,1,1,481,1,19.1,1,0,0,1,3,2686000.0
Kilimani,Apartment,5,5,1489,0,8.4,1,0,1,0,2,30578000.0
Upperhill,Apartment,3,3,939,22,0.5,1,0,1,1,3,18747000.0
Upperhill,Maisonette,3,2,1447,8,9.3,1,1,0,1,3,24070000.0
Roysambu,Apartment,1,1,478,6,23.3,1,0,0,0,3,2740000.0
Buruburu,Apartment,1,1,634,0,19.6,1,0,0,1,1,4598000.0
Langata,Apartment,4,3,1245,20,14.4,1,0,0,0,5,14992000.0
Spring Valley,Apartment,3,3,901,25,8.1,1,0,0,1,3,15448000.0
Ruaka,Townhouse,5,5,1821,2,20.0,1,0,0,1,5,19209000.0
Kahawa,Apartment,4,4,1304,23,24.8,1,0,0,1,5,6110000.0
Westlands,Apartment,1,1,573,10,9.7,1,0,0,1,1,10231000.0
Muthaiga,Apartment,2,2,844,28,12.9,1,0,0,1,2,16010000.0
Kitisuru,Bungalow,3,2,1613,7,13.6,1,0,1,1,3,36784000.0
Ruaka,Maisonette,6,5,1889,15,2.3,1,1,0,1,5,18509000.0
Dagoretti,Apartment,3,3,896,25,18.9,1,0,0,1,4,7284000.0
South C,Apartment,2,2,711,11,6.4,1,0,0,0,1,7145000.0
Kahawa,Apartment,3,3,970,24,25.0,1,0,0,0,3,3846000.0
Lavington,Townhouse,3,2,1432,18,8.2,1,0,1,0,5,32790000.0
Ruiru,Apartment,1,1,448,10,23.1,1,0,0,0,5,2236000.0
Ruaka,Maisonette,2,2,972,29,16.7,0,1,0,1,4,7445000.0
Kahawa,Apartment,5,4,1871,19,29.1,1,0,0,1,3,9910000.0
Upperhill,Townhouse,5,4,1711,15,11.3,1,0,0,1,1,25365000.0
Athi River,Bungalow,2,2,1239,2,22.3,0,0,0,1,1,5937000.0
Athi River,Apartment,2,2,658,13,30.8,1,0,0,1,5,2402000.0
Kasarani,Townhouse,2,2,631,6,22.2,1,0,0,0,1,3653000.0
Athi River,Maisonette,2,2,1031,13,21.6,0,0,0,1,1,4567000.0
Upperhill,Bungalow,1,1,718,5,1.3,0,1,0,1,4,13104000.0
Karen,Apartment,3,2,906,1,4.8,1,0,0,1,1,22648000.0
Ruiru,Apartment,3,3,1102,10,18.9,1,0,0,0,2,5084000.0
Spring Valley,Bungalow,2,2,1261,8,5.2,1,1,0,0,3,24834000.0
Dagoretti,Apartment,6,5,1744,15,15.8,1,0,0,0,3,11966000.0
Runda,Apartment,2,2,806,0,1.9,0,0,1,1,2,24469000.0
Thika Road,Maisonette,1,1,696,6,12.2,1,1,0,1,1,4287000.0
Spring Valley,Bungalow,1,1,578,18,12.2,0,0,0,0,3,9421000.0
Kasarani,Maisonette,3,2,978,22,20.6,1,1,0,0,3,5000000.0
Spring Valley,Villa,3,2,1387,20,3.1,1,0,0,1,5,27105000.0
Nyayo Estate,Apartment,4,4,1163,3,14.8,1,0,0,1,2,12244000.0
Kitisuru,Apartment,5,5,1321,27,11.1,0,0,0,0,5,26121000.0
Buruburu,Villa,3,2,1316,28,23.9,1,0,0,1,5,8837000.0
Dagoretti,Townhouse,4,4,1339,26,12.0,1,0,0,1,3,11224000.0
Dagoretti,Apartment,3,2,1217,5,16.6,1,0,0,0,3,9241000.0
Runda,Apartment,5,4,1740,8,5.6,1,0,0,1,4,46540000.0
Ruiru,Maisonette,4,4,1235,2,23.1,1,1,0,1,3,7412000.0
Thika Road,Townhouse,3,3,1039,17,19.9,1,0,0,1,1,6633000.0
South B,Villa,2,2,1281,19,18.9,1,0,0,0,1,9952000.0
South C,Apartment,4,3,1338,12,15.9,1,0,0,1,3,14099000.0
Muthaiga,Apartment,2,1,876,4,7.1,0,0,0,1,2,22902000.0
Kikuyu,Maisonette,2,2,988,3,28.9,1,0,0,0,1,4832000.0
Loresho,Maisonette,4,4,1431,13,11.4,1,1,0,1,5,22175000.0
Rongai,Apartment,4,3,1417,21,18.7,1,0,0,1,3,7506000.0
Thika Road,Maisonette,3,2,1140,16,20.3,1,0,0,1,3,6874000.0
Embakasi,Apartment,3,3,965,8,28.2,1,0,0,0,5,5457000.0
Buruburu,Apartment,3,2,1050,16,26.6,1,0,0,0,4,7149000.0
Langata,Townhouse,3,3,1130,15,10.0,0,0,0,1,5,13188000.0
Umoja,Apartment,3,2,1161,12,29.2,1,0,0,0,1,6015000.0
Karen,Apartment,5,5,1176,29,0.5,1,0,0,1,5,31494000.0
Roysambu,Apartment,1,1,676,4,18.1,1,0,0,0,5,4759000.0
South C,Apartment,3,2,1044,24,22.1,1,0,0,1,3,9568000.0
Westlands,Apartment,5,4,1110,0,4.7,1,0,0,1,1,22084000.0
Kilimani,Bungalow,3,3,1336,9,0.5,1,0,0,1,4,25089000.0
Kasarani,Apartment,1,1,654,29,22.4,1,0,0,1,2,2583000.0
Umoja,Maisonette,6,6,2330,13,14.4,1,1,0,0,3,14327000.0
Buruburu,Apartment,2,2,878,25,25.8,1,0,0,1,3,5976000.0
Ruaka,Maisonette,3,2,1014,10,11.6,1,1,0,1,2,8704000.0
Kilimani,Apartment,4,4,1365,15,4.4,0,0,1,1,2,24165000.0
Upperhill,Bungalow,1,1,811,17,8.8,1,0,0,1,5,12864000.0
Ngong Road,Apartment,2,2,643,24,11.0,1,0,0,0,2,5872000.0
Kilimani,Apartment,2,1,615,14,11.1,1,0,0,1,5,9982000.0
South C,Apartment,2,2,837,22,15.8,1,0,0,1,5,8493000.0
Upperhill,Apartment,3,3,870,6,3.0,1,0,1,1,2,16931000.0
Thika Road,Apartment,2,1,910,8,14.5,1,0,0,0,1,6182000.0
Dagoretti,Townhouse,1,1,672,24,15.5,1,0,0,0,5,4320000.0
Nyayo Estate,Maisonette,2,1,901,21,8.8,1,1,0,0,4,8438000.0
Spring Valley,Apartment,2,2,652,28,15.6,1,0,0,1,2,9988000.0
Thika Road,Apartment,2,1,716,25,21.5,1,0,0,1,2,4003000.0
Athi River,Apartment,5,5,1585,25,27.5,1,0,0,1,2,7098000.0
Embakasi,Apartment,2,1,715,6,9.1,0,0,0,1,5,4388000.0
Runda,Bungalow,2,2,1185,13,17.1,1,1,0,1,3,29589000.0
Kasarani,Townhouse,3,2,1414,2,22.3,1,0,0,0,4,8745000.0
